id,rating_number,rating_text
2417,5,"Es la mejor profesora de tecnico que hay, es una genio, explica muy bien, con esta profesora aprendes muy rapido, es divertida, chistosa, sus clases son divertidas, interesantes y muy útiles, es sin duda la mejor, no hay que dudar en escogerla. Los alumnos que estan con ella avanzan y aprenden mucho mas rapido y mas cosas que los que estan en otras secciones."
2418,3.8,"Carlos es un buen profesor, y probablemente la mejor opción para ver Pruebas. Sin embargo, es una clase muy pesada, carga que a veces no se traduce en un aprendizaje profundo de todos los temas de Pruebas. Gran parte del trabajo del semestre termina siendo poco fructífero para el aprendizaje, si no contraproducente. En todo caso, parece ser mejor que los demás que hay..."
2419,4,"Excelente profesor, es muy amable con los estudiante y busca transferir su pasion por la historia.Hace que la clase sea muy interesante y propicia el debate."
2420,4.8,"Es súper buena persona, muy amable y comprensivo. Se preocupa por los estudiantes que más se les dificulta aunque califica justamente, no tan fuerte. La clase va un poco rápido pero es más por la estructura misma del programa que por Christian. Tiene horarios de atención para ofrecer ayuda en ejercicios y además, en cada nivel lleva un taller que lo deja bien preparado para el parcial."
2421,4,Pros: Buen profesor
2422,5,"Juan Carlos es un profesor muy bueno, se interesa porque aprendas su materia y se esfuerza por mostrarte lo apasionante que puede llegar a ser esta área del derecho. "
2423,3.9,Pros: Explica bien
2424,5,Es muy buen profesor. Se nota que le gusta mucho lo que enseña y siempre llega con buena energía a clase. Los temas y las lecturas son muy interesantes. Siempre esta dispuesto a aclara dudas y a resolver inconvenientes. Esta dispuesto a modificar fechas de entrega.
2425,4.6,"Muy buena profesora y persona, explica muy bien, aunque se atrasa en los temas. Los ensayos como evaluaciones son bastante prácticos para aprender sobre las escuelas. Entre otras evaluaciones, habían quices sorpresa."
2426,5,"Es la mejor monitora de la Universidad, explica muy bien todo lo que se hace en el laboratorio y es muy atenta con sus estudiantes. Se preocupa mucho por todo lo que tiene que ver con la clase y califica muy justamente todos los trabajos."
2427,4,"Definitivamente le apasiona enseñar lineal. Trata de ser lo más claro posible y responde cualquier pregunta tanto en clase como en su oficina. Las tareas que deja son perfectas para preparar los parciales, pero en muchas ocasiones son muy exigentes porque en clase no suele ser tan claro. Sus clases se enfocan mucho en demostraciones por lo cual pue..."
2428,5,"Alexander es un amor de persona, lo amo, es mi amor platónico. Si mete con el no será fácil, si quiere pasar tiene que estudiar. Sin embargo, él explica muy bien, es respetuoso, se preocupa por los estudiantes y siempre está dispuesto a ayudar. Lo amo."
2429,5,Es muy buena profesora. Es muy amable con los estudiantes y sabe explicar muy bien. Atiende todas las dudas que tengan los estudiantes y las clases son muy interesantes.
2430,5,"Muy buena profesora, explica bien, es divertida, hace la clase muy amena y es cero difícil, siempre esta dispuesta a atender dudas."
2431,3.4,Pros: Tiene un interés real en que los estudiantes aprendamos y mejoremos.
2432,3.5,"El profesor Mario no es mal docente, pero en ocasiones puede llegar a ser muy desorganizado con sus notas y los cronogramas pre-establecidos por la universidad. Es una persona muy crítica (cosa que es buena en cierta medida, pero infortundamente a veces puede excederse con cosas sin mucho sentido). Sus clases son entretenidas y dicta la materia de ..."
2433,4.9,"La mejor profesora que he tenido hasta el momento en todo lo que llevo de la carrera. Es muy apasionada y logra transmitir esto a los estudiantes, además de que es muy paciente a la hora de enseñar. "
2434,5,"Muy buen profesor, domina los temas y uno va viendo con más claridad como funcionan las instituciones en Colombia."
2435,4.5,Gran académica!
2436,5,"Muy buen profesor explicando los temas, los parciales son basados en un taller enviado previamente y son acorde a lo aprendido en clase."
2437,5,"Es muy buena profesora, es exigente con casos y exámenes pero es muy apasionada por lo que hace. Se aprende demasiado."
2438,5,"Tatiana es una excelente persona y profesora. La clase es muy ordenada, basada en textos y complementada con ejemplos y casos reales que ella pone. Me parece que hace un excelente manejo del tiempo, cumple con todas sus fechas y es muy puntual entregando quices, trabajos o parciales. "
2439,5,De lejos el mejor profesor que he tenido
2440,1.5,"Es un profesor que en términos académicos, éticos y morales es bastante equilibrado, siempre busca generar un buen vínculo con sus estudiantes y se esfuerza por transmitir información."
2441,3.5,"No creo que sea el mejor profesor para dar la materia, se distrae y se desvia de la clase"
2442,5,"Es el mejor profesor que he conocido, es muy amable y atento, sus clases son amenas y se preocupa porque la gente aprenda. Es un profesor que es muy crack para explicar. Más allá de todo, es una excelente persona."
2443,3.3,"Es buena profesora. Se preocupa por explicar bien, aunque habla en un tono muy bajo y casi no se le entiende. Exige mucho para el trabajo en clase, la asistencia y prestar atención a la clase."
2444,4.5,Es un excelente profesor. Pone los conceptos del libro en práctica y hace retroalimenciones interesantes sobre cada capítulo. Hace bastantes quices al comienzo pero también bonos y actividades interesantes en clase. Los parciales son en sicua y con el libro abierto. Se aprende mucho.
2445,4.2,"Buen dominio del tema, no molesta casi por asistencia. En algunas ocasiones dejaba trabajos pero nada complicado."
2446,2,"No es muy buen profesor. Es lento, no sabe conectar los temas de sus clases y sentí que le faltaba saber más de la materia en ciertos momentos de su clase. La clase tampoco es fácil. Es una materia muy interesante, y me hubiera gustado verla con alguien más."
2447,4.3,"El profesor es una madre, los parciales son literalmente lo que explica en clase y es muy buena persona."
2448,2.9,"Valeria es muy querida y buena persona. Sin embargo su clase en mi opinión exige más de lo que debería. Saca mínimo dos notas por clase, así que si ya faltas una clase te quedan muchas notas en cero"
2449,5,"Trata los temas con detalle y es específico cuando responde. Ayuda a hacer textos mejor articulados, en general creo que es bueno. Toma asistencia todas las clases."
2450,1,Una muestra clara de que un doctorado no hace un buen profesor.
2451,5,"Excelente profesor, realmente se interesan por que los estudiantes entiendan, tiene bastante disposición para atender a los estudiantes y los parciales no son duros."
2452,5,"No soy estudiante de ISIS y este profesor me ayudó a querer esta materia, la clase muy interactiva y siempre hace lo posible para que todos entiendan, sus parciales no son imposibles, excelente profesor."
2453,3.5,Camilo es el profesor más extraño con el que tenido clases. Es muy disperso y solamente explica teoremas durante la clase. Casi no se hacen ejercicios
2454,3.6,"Es un profesor con un carácter complicado. Sus clases son entretenidas, pero es muy exigente. "
2455,5,"La profesora sabe mucho no solo a nivel técnico, sino de negocio, es importante escuchar en clase sus experiencias profesionales para aprender mejor como funciona el mundo real. Las clases se pueden tornar aburridas, pero la experiencia en general del curso es muy buena y recomiendo sobretodo prestar atención a las reuniones en dónde ella oficia como Product Owner"
2456,5,"Es muy buena profesora, explica muy bien, da MUCHOS bonos y es un amor de persona"
2457,1.5,"El peor profesor que he visto, las clases son aburridas, no explica nada. Las tutorías son una pérdida de tiempo. Además trata mal a los estudiantes y califica injustamente, solo le importa su propia opinión sin atender a inquietudes. En serio no la metan con él, el 60% del curso perdió y no por malo."
2458,4.7,"Es muy amable, muy buen profesor, aclara todas las dudas que tengan los estudiantes, explica muy bien, una gran persona, además es muy amigable y trata de hacer la clase entretenida y divertida."
2459,2.5,"Es una muy buena persona, pero realmente no es buena explicando y no maneja el tema en su totalidad."
2460,2,El profesor se nota que conoce los temas pero a la hora de transmitirlos a los estudiantes no es claro
2461,2.7,"No recomiendo su clase. Sabe mucho del tema, pero no se logra afianzar ningún conocimiento, ya que divaga mucho en su clase y es muy desordenado, aunque este semestre trató de utilizar esquemas para dar la clase. Aunque estos esquemas a veces ni se entienden. Pone muchas actividades en clase y para la casa que seguramente ni califica porque no las ..."
2462,4.5,"Carolina no solo es una excelente acádemica, pero una muy buena profesora. La clase de sociolgia juridica deja muy clara los conceptos básicos de la materia y le permite a los estudiantes aproximarse al derecho desde multiples escenarios de la sociología jurídica."
2463,2.5,"La clase es muy mala, no tiene ninguna clase de orden. No se aprende bien, es muy arrogante."
2464,5,"Excelente profesora. Explica muy bien, aunque es casi que obligatorio leer o preparar las clases para poder aprender mucho más, obviamente."
2465,5,"Puedo decir con seguridad que hasta ahora es la clase en la que más he aprendido. Nunca dejó de sorprenderme el hecho de que sea tan joven y tan crack. Es apasionado explicando y eso hizo que también yo me interesara mucho por la clase. La dificultad de las lecturas varía según la sesión, pero nada fue muy grave. Si lee y presta atención no es tan ..."
2466,3.5,"Pasa por encima temas que en el parcial evaluan, ya que son parciales unificados. A veces va demasiado rapido en la temática. Pero se hace entender facilmente"
2467,1,"Kelly es una profesora respetuosa con los estudiantes, sin embargo la clase es suprema-mente aburrida, no sabe explicar y los parciales no tienen nada que ver con lo que se ve en clase. Además, en las entregas exige cosas que nunca enseñó y da por hecho que todos saben hacerlas, agrega cosas a las entregas faltando solo un par de días y ni siquiera..."
